instruction,input,output
Available jaankari ke basis par question ka answer karein.,"पुर्तगाली एक्सप्लोरर Diogo Cão 1484 में कांगो के मुंह पर पहुंच गया। अंतर्देशीय बंटू साम्राज्यों और यूरोपीय व्यापारियों के बीच वाणिज्यिक संबंध तेजी से बढ़े जिन्होंने विभिन्न वस्तुओं, विनिर्मित सामानों और हाइंटरलैंड्स से कब्जा कर लिया लोगों का कारोबार किया। ट्रान्साटलांटिक ट्रेड के लिए एक प्रमुख केंद्र के रूप में सदियों के बाद, 19 वीं शताब्दी के अंत में कांगो नदी डेल्टा के प्रत्यक्ष यूरोपीय उपनिवेशीकरण शुरू हुआ, बाद में इस क्षेत्र में बंटू समाजों की शक्ति को मिटा रहा था।
Ques: जिसका अभियान 1484 में कांगो नदी के मुंह पर पहुंचे?",Diogo Cão
Answer the given question based on the provided information.,"अमेरिकी आइडल न्यायाधीशों के एक पैनल को रोजगार देता है जो प्रतियोगी के प्रदर्शन की आलोचना करते हैं। मूल न्यायाधीश रिकॉर्ड निर्माता और संगीत प्रबंधक रैंडी जैक्सन, पॉप गायक और कोरियोग्राफर पाउला अब्दुल और संगीत कार्यकारी और प्रबंधक साइमन कॉवेल थे। सबसे हालिया मौसम के लिए निर्णय पैनल में देश गायक कीथ शहरी, गायक और अभिनेत्री जेनिफर लोपेज़, और जैज़ गायक हैरी कॉनिक, जेआर शामिल हैं। शो मूल रूप से रेडियो व्यक्तित्व रयान सीक्रैस्ट और कॉमेडियन ब्रायन डंकलमैन द्वारा होस्ट किया गया था, जिसमें सीक्रेट बाकी मौसम के लिए जारी है।
Ques: अमेरिकी मूर्ति के सबसे वर्तमान मौसम पर एक न्यायाधीश क्या है?",जेनिफर लोपेज
Provide a response to the question using the given details.,"शुरुआती ग्रंथों के साक्ष्य से पता चलता है कि सिद्धार्थ गौतम का जन्म एक समुदाय में हुआ था जो पांचवीं शताब्दी ईसा पूर्व में पूर्वोत्तर भारतीय उपमहाद्वीप के भौगोलिक रूप से और सांस्कृतिक रूप से परिधि पर था। यह या तो एक छोटा गणराज्य था, जिस स्थिति में उनके पिता एक निर्वाचित सरदार थे, या एक कुलीन वर्ग थे, जिस स्थिति में उनके पिता एक कुलीन थे।
Ques: शुरुआती ग्रंथों के अनुसार, सिद्धार्थ गौतमा का जन्म हुआ?",पांचवीं शताब्दी ईसा पूर्व
Use the supplied information to answer the question.,"भारतीय बौद्ध धर्म का इतिहास पांच अवधि में विभाजित किया जा सकता है: प्रारंभिक बौद्ध धर्म (कभी-कभी पूर्व-सांप्रदायिक बौद्ध धर्म कहा जाता है), निकया बौद्ध धर्म या सांप्रदायिक बौद्ध धर्म: प्रारंभिक बौद्ध स्कूलों की अवधि, महायान बौद्ध धर्म, बाद में महायान बौद्ध धर्म, और गूढ़ बौद्ध धर्म (भीवजरेन बौद्ध धर्म कहा जाता है)।
Ques: गूढ़ बौद्ध धर्म को भी कहा जाता है?",वजरेन
Respond to the question according to the provided context.,"नानजिंग समृद्ध प्राकृतिक संसाधनों के साथ संपन्न है, जिसमें 40 से अधिक प्रकार के खनिज शामिल हैं। उनमें से, आयरन और सल्फर रिजर्व जियांगसू प्रांत के 40 प्रतिशत अधिक है। पूर्वी एशिया और दक्षिण पूर्व एशिया क्षेत्र में पहले स्ट्रोंटियम रैंक का भंडार। नानजिंग में यांग्त्ज़ी नदी और भूजल दोनों से प्रचुर मात्रा में जल संसाधन भी हैं। इसके अलावा, इसमें कई प्राकृतिक हॉट स्प्रिंग्स हैं जैसे तांगशान हॉट स्प्रिंग जियांगिंग में हॉट स्प्रिंग और पुकोउ में टैंग्वेन हॉट स्प्रिंग।
Ques: नानजिंग के मुख्य जल स्रोत क्या हैं?",यांग्त्ज़ी नदी और भूजल
दिए गए जानकारी के आधार पर प्रश्न का उत्तर दें।,"शहर में उल्लेखनीय संरचनाओं में से रक्षा उद्देश्यों के लिए स्वीडन द्वारा बनाए गए तीन किले हैं। इन किलों में से एक, जिसे फोर्ट ऑस्कर (पूर्व में गुस्ताव एडॉल्फ) के नाम से जाना जाता है, जो समुद्र को नज़रअंदाज़ करता है, जो ला पॉइंट के बहुत दूर स्थित है। हालांकि, खंडहरों को एक आधुनिक सैन्य भवन द्वारा प्रतिस्थापित किया गया है जो अब स्थानीय gendarmerie घर है। किले कार्ल के रूप में जाना जाने वाला अन्य किला अब बहुत कम खंडहर प्रस्तुत करता है। स्वीडन द्वारा निर्मित तीसरा किला फोर्ट गुस्ताव है, जिसे मौसम स्टेशन और लाइट हाउस के चारों ओर खंडहर में भी देखा जाता है। एक पहाड़ी ढलान पर 1787 में निर्मित किले में रैंपर्ट्स, गार्डहाउस, युद्धपोत डिपो, लकड़ी के जलने वाले ओवन और आगे के खंडहर हैं।
Ques: सेंट में अधिकांश किलों? बार्ट अब सब कुछ हैं?",खंडहर
प्रदान की गई जानकारी का उपयोग करके प्रश्न का उत्तर दें।,"एक और विद्वान का तर्क है कि अल्पसंख्यक नेता की स्थिति 1883 से पहले भी उभरी। डेमोक्रेटिक साइड पर, ""1871 और 1873 में अल्पसंख्यक स्पीकरशिप नामांकन के लिए गंभीर कॉकस झगड़े थे,"" यह दर्शाता है कि ""नामांकन ने इसे नेतृत्व की कुछ वेस्टिज किया। ""आगे, जब रिपब्लिकन अल्पसंख्यक में थे, तो पार्टी ने स्पीकर के लिए मनोनीत किया, 1875 में मेन के पूर्व अध्यक्ष जेम्स ब्लेन समेत प्रमुख सांसदों की एक श्रृंखला, पूर्व विनियमन अध्यक्ष जेम्स ए। 1876, 1877, और 1879 में ओहियो के गारफील्ड, और 1883 में पूर्व स्पीकर कीफर। ""यह विश्वास करना मुश्किल है कि घर के पक्षपात बहुमत में एक व्यक्ति को बोलते हैं, और अल्पसंख्यक में जब इस कार्यालय के लिए उन्हें नामांकित करते हैं, और उन्हें विधायी मार्गदर्शन के लिए नहीं देखते हैं। ""यह मामला नहीं था, कुछ पर्यवेक्षकों के अनुसार, पूर्व स्पीकर कीफर के संबंध में।
Ques: 1883 से पहले यह सबूत है कि गंभीर कॉकस झगड़े किस वर्ष हुए?",1871 और 1873
दिए गए संदर्भ के अनुसार प्रश्न का उत्तर दें।,"बेयोनसे ने जॉर्ज क्लूनी और वाइक्लेफ जीन की आशा के लिए जीन की आशा में भाग लिया: भूकंप राहत टेलीथॉन के लिए एक वैश्विक लाभ और सीमित संस्करण सीएफडीए का आधिकारिक चेहरा ""हैती के लिए फैशन"" टी-शर्ट का नाम दिया गया था, जो सिद्धांत द्वारा बनाई गई थी, जिसने कुल $1 मिलियन उठाया था। 5 मार्च, 2010 को, बेयोनसे और उनकी मां टीना ने ब्रुकलिन फीनिक्स हाउस में बेयोनसे कॉस्मेटोलॉजी सेंटर खोला, जो पुरुषों और महिलाओं के लिए सात महीने के कॉस्मेटोलॉजी प्रशिक्षण पाठ्यक्रम की पेशकश करता है। अप्रैल 2011 में, बेयोनसे ने अमेरिकी फर्स्ट लेडी मिशेल ओबामा और ब्रॉडकास्टर्स एजुकेशन फाउंडेशन के नेशनल एसोसिएशन के साथ बलों में शामिल हो गए, अपने एकल ""लेट मी बॉडी"" को फिर से शुरू करके बच्चे मोटापे के खिलाफ बाद के अभियान को बढ़ावा देने में मदद के लिए। ओसामा बिन लादेन की मौत के बाद, बेयोनसे ने ली ग्रीनवुड गीत ""गॉड द यूएसए"" के अपने कवर को जारी किया, न्यूयॉर्क पुलिस और अग्नि विधवाओं और बच्चों के लाभ निधि के लिए धन जुटाने में मदद के लिए एक चैरिटी एकल के रूप में।
Ques: 2010 में ब्रुकलिन फीनिक्स हाउस में बेयोनसे ने क्या खुल गया?",बेयोनसे कॉस्मेटोलॉजी सेंटर
उपलब्ध जानकारी के आधार पर सवाल का जवाब दें।,"एक निर्माता के रूप में उनकी सफलता के बावजूद, पश्चिम की सच्ची आकांक्षा एक रैपर होना था। यद्यपि उसने उत्पादन शुरू करने से पहले अपने रैपिंग का विकास किया था, लेकिन पश्चिम के लिए रैपर के रूप में स्वीकार किया जाने वाला यह अक्सर एक चुनौती थी, और वह एक रिकॉर्ड सौदा प्राप्त करने के लिए संघर्ष कर रहा था। कई रिकॉर्ड कंपनियों ने उन्हें नजरअंदाज कर दिया क्योंकि उस समय उन्होंने गैंगस्टा छवि को मुख्यधारा की हिप हॉप में प्रमुख रूप से पोर्ट किया था। कैपिटल रिकॉर्ड्स के साथ बैठकों की एक श्रृंखला के बाद, पश्चिम को अंततः एक कलाकार सौदे से इंकार कर दिया गया।
Ques: कई बैठकों के बाद कन्या के साथ काम करने के लिए किस लेबल में कमी आई?",कैपिटल रिकॉर्ड्स
Diye gaye jaankari ke aadhaar par question ka answer dein.,"1 अगस्त, 2012 को, Windows 8 (बिल्ड 9200) को बिल्ड नंबर 6.2.9200.16384 के साथ विनिर्माण के लिए जारी किया गया था। Microsoft ने 25 अक्टूबर, 2012 को लॉन्च कार्यक्रम आयोजित करने की योजना बनाई और अगले दिन सामान्य उपलब्धता के लिए Windows 8 जारी किया। हालांकि, विनिर्माण के लिए केवल एक दिन बाद, Windows 8 एंटरप्राइज़ एन के अंतिम संस्करण की एक प्रति (यूरोपीय बाजारों के लिए एक संस्करण को अदालत के फैसले का अनुपालन करने के लिए बंडल मीडिया खिलाड़ियों की कमी) के बाद, अंतिम संस्करणों के लीक के बादकुछ दिनों बाद Windows 8 प्रो और एंटरप्राइज़। 15 अगस्त, 2012 को, Windows 8 एमएसडीएन और टेकनेट सब्सक्राइबर्स के लिए डाउनलोड करने के लिए उपलब्ध कराया गया था। Windows 8 को 16 अगस्त, 2012 को सॉफ्टवेयर आश्वासन ग्राहकों के लिए उपलब्ध कराया गया था। Windows 8 को 22 अगस्त, 2012 को ड्रीमस्पर्क प्रीमियम सदस्यता वाले छात्रों के लिए विज्ञापन दिया गया था, जो पहले विज्ञापित से पहले।
Ques: Microsoft को आधिकारिक तौर पर Windows 8 लॉन्च करना था?","25 अक्टूबर, 2012"
Jo information provide ki gayi hai uske basis par question ka jawab dein.,"हालांकि, राज्य स्तर पर, विभाजित टिकट मतदान और विभाजित सरकार के पैटर्न। डेमोक्रेट वर्तमान में राज्य के यू में से एक को पकड़ते हैं। सीनेट सीटें, साथ ही पांच राज्यव्यापी कार्यालयों में से चार (राज्यपाल, लोक शिक्षा अधीक्षक, राज्य सचिव और राज्य लेखा परीक्षक)। अकेला कांग्रेस जिला 1996 से रिपब्लिकन रहा है और 2014 में स्टीव डेनस ने जीओपी के लिए राज्य की सीनेट सीटों में से एक जीता। विधायी शाखा ने 2004 और 2010 के बीच सदन और सीनेट के बीच पार्टी नियंत्रण को विभाजित किया था, जब मध्य अवधि के चुनावों ने दोनों शाखाओं को रिपब्लिकन नियंत्रण में वापस कर दिया था। राज्य सीनेट 2015 तक, रिपब्लिकन द्वारा 29 से 21 तक नियंत्रित है, और 59 से 41 पर प्रतिनिधियों के राज्य सदन।
Ques: प्रतिनिधियों के राज्य हाउस में विभाजन क्या है?",59 से 41
Diye gaye context ke hisaab se sawal ka jawab dein.,"फर्क आमतौर पर चार राज्यों (या चरण) में मौजूद है: ठोस, तरल और गैस, और प्लाज्मा। हालांकि, प्रायोगिक तकनीकों में प्रगति ने अन्य पहले सैद्धांतिक चरणों का खुलासा किया है, जैसे बोस-आइंस्टीन कंडेनसेट और फर्मोनिक कंडेनसेट। पदार्थ के प्राथमिक-कण दृश्य पर एक फोकस भी पदार्थ के नए चरणों की ओर जाता है, जैसे क्वार्क-ग्लून प्लाज्मा। प्राकृतिक विज्ञान के अधिकांश इतिहास के लिए लोगों ने पदार्थ की सटीक प्रकृति पर विचार किया है। यह विचार जो मामला असतत निर्माण खंडों से बना था, तथाकथित कण सिद्धांत का सिद्धांत, पहली बार यूनानी दार्शनिक ल्यूसीपस (~ 490 ईसा पूर्व) और डेमोक्रिटस (~ 470-380 ईसा पूर्व) द्वारा आगे रखा गया था।
Ques: डेमोक्रिटस के किस सहयोगी, एक ग्रीक दार्शनिक भी, ने उन्हें पदार्थ के कण सिद्धांत का प्रस्ताव देने में मदद की?",ल्यूसीपस
Available jaankari ke basis par question ka answer karein.,"शास्त्रों के अनुसार, जल्द ही बुद्ध की मृत्यु के बाद, पहली बार बौद्ध परिषद आयोजित किया गया था;महाकाधिकारापा (पाली: महाकालासापा) नामित एक भिक्षु ने अध्यक्षता की। परिषद का लक्ष्य बुद्ध की शिक्षाओं को रिकॉर्ड करना था। उपलि ने विनाया को पढ़ा। बुद्ध, बुद्ध के निजी परिचर, को धम्म को पढ़ने के लिए बुलाया गया था। ये त्रिपिटका का आधार बन गए। हालांकि, यह रिकॉर्ड शुरू में मौखिक रूप से मंत्रमुग्ध रूप में प्रसारित किया गया था, और पिछले शताब्दी ईसा पूर्व में पाठ के लिए प्रतिबद्ध था। प्रत्येक बौद्ध स्कूल के सुत्रों और विनया दोनों में धर्मों की एक विस्तृत विविधता शामिल है जिसमें धर्म पर प्रवचन, अन्य शिक्षाओं पर टिप्पणियां, ब्रह्माण्ड संबंधी और ब्रह्मांडीय ग्रंथों, गौतम बुद्ध के पिछले जीवन की कहानियां, और कई अन्य विषयों की कहानियां शामिल हैं।
Ques: आनंद को पढ़ने के लिए कहा गया था?",धम्म
Answer the given question based on the provided information.,"शुरुआती मिंग राजवंश की विशाल निर्माण परियोजनाओं में से कुछ की विशाल मानव लागत के लिए एक स्मारक यांगशान खदान है (दीवार वाले शहर के 15-20 किमी (9-12 मील) पूर्व में स्थित है और मिंग ज़ियाओलिंग मकबरे), जहां एक विशालस्टीले, योंगल सम्राट के आदेशों पर कटौती, झूठ को छोड़ दिया गया है, जैसा कि इसे 600 साल पहले छोड़ दिया गया था जब यह समझा गया था कि इसे स्थानांतरित करना या पूरा करना असंभव था।
Ques: स्टेल क्यों छोड़ दिया गया था?",इसे स्थानांतरित करना या पूरा करना असंभव था
Provide a response to the question using the given details.,"दर्शकों का नुकसान सीजन 12 में जारी रहा, जिसने शो को 18-49 के डेमो में कई श्रृंखलाओं को कम करते हुए देखा। फिनाले में पिछले सीज़न की तुलना में 7.2 मिलियन कम दर्शक थे, और 18-49 के डेमो में 44% की गिरावट देखी गई। सीज़न के दर्शकों का औसत 13.3 मिलियन रहा, जो पिछले सीज़न से 24% कम है। तेरहवें सीज़न को 18-49 जनसांख्यिकीय में भारी गिरावट का सामना करना पड़ा, बारहवीं सीज़न से 28% की गिरावट, और अमेरिकन आइडल ने पहली बार 2013-14 के टेलीविज़न सीज़न के अंत तक नीलसन रेटिंग्स में अपना शीर्ष 10 स्थान खो दिया। इसके परिणामस्वरूप 2003 में रैंकिंग में प्रवेश करने के बाद से, हालांकि 2002 में अपनी स्थापना के बाद से अब तक की पूरी श्रृंखला को नीलसन की शीर्ष 30 रैंकिंग से हटाया नहीं गया है।
Ques: जब अमेरिकी आइडल ने टेलीविजन पर पहली हवा की?",2002
Use the supplied information to answer the question.,"थेरेपी के एक हिस्से के रूप में कुत्तों और अन्य जानवरों का उपयोग करने का अभ्यास 18 वीं शताब्दी के उत्तरार्ध में वापस आ गया, जब मानसिक विकारों वाले रोगियों को सामाजिककृत करने में मदद के लिए जानवरों को मानसिक संस्थानों में पेश किया गया था। पशु-सहायता हस्तक्षेप अनुसंधान से पता चला है कि एक कुत्ते के साथ पशु-सहायता चिकित्सा ने सामाजिक व्यवहार को बढ़ा सकते हैं, जैसे मुस्कुराते हुए और हंसते हुए, अल्जाइमर रोग वाले लोगों के बीच। एक अध्ययन ने दर्शाया कि एडीएचडी के साथ बच्चे और कुत्तों और अन्य जानवरों के साथ शिक्षा कार्यक्रम में भाग लेने वाले विकारों वाले बच्चों ने उपस्थिति में वृद्धि, ज्ञान और कौशल उद्देश्यों में वृद्धि की, और उन लोगों की तुलना में असाधारण और हिंसक व्यवहार को कम किया जो जानवरों की सहायता वाले कार्यक्रम में नहीं थे।
Ques: जहां कुत्तों ने लोगों को लोगों को सामाजिक बनाने में मदद करने के लिए पेश किया था?",मानसिक संस्थान
Respond to the question according to the provided context.,"प्रौद्योगिकी के विश्वविद्यालय अकादमिक रूप से अन्य (गैर-पॉलिटेक्निक) विश्वविद्यालयों के समान हैं। बोलोग्ना प्रक्रिया से पहले, एम। (टेक। ) आवश्यक 180 क्रेडिट, जबकि एम। एक सामान्य विश्वविद्यालय से 160 क्रेडिट की आवश्यकता थी। प्रौद्योगिकी और सामान्य विश्वविद्यालयों के विश्वविद्यालयों के बीच क्रेडिट तुलनीय हैं।
Ques: एम के लिए कितने क्रेडिट की आवश्यकता थी? (टेक? ) बोलोग्ना प्रक्रिया से पहले की डिग्री?",180
दिए गए जानकारी के आधार पर प्रश्न का उत्तर दें।,"उपर्युक्त के अलावा, ग्रीस भी आयोनियन सागर के साथ-साथ लीबिया सागर में अन्य स्थानों में तेल और गैस की खोज शुरू करने के लिए भी है, ग्रीक अनन्य आर्थिक क्षेत्र के भीतर, क्रेते के दक्षिण में। पर्यावरण मंत्रालय, ऊर्जा और जलवायु परिवर्तन ने घोषणा की कि अन्वेषण में विभिन्न देशों (नॉर्वे और संयुक्त राज्य अमेरिका सहित) से ब्याज था, और 2012 की गर्मियों में इन स्थानों में तेल और गैस की मात्रा के संबंध में पहले परिणाम की उम्मीद थी। नवंबर 2012 में, ड्यूश बैंक द्वारा प्रकाशित एक रिपोर्ट का अनुमान है कि क्रेते के दक्षिण में प्राकृतिक गैस भंडार का मूल्य € 427 बिलियन है।
Ques: ड्यूश बैंक ने क्रेते के दक्षिण रिजर्व के मूल्य के निष्कर्षों पर एक रिपोर्ट कब प्रकाशित की?",नवंबर 2012
प्रदान की गई जानकारी का उपयोग करके प्रश्न का उत्तर दें।,"1762 में, युद्ध के अंत में, फ्रांसीसी बलों ने सेंट पर हमला किया। जॉन, न्यूफाउंडलैंड। यदि सफल हो, तो अभियान ने वार्तालाप तालिका में फ्रांस के हाथ को मजबूत किया होगा। हालांकि उन्होंने सेंट लिया। जॉन और आस-पास के बस्तियों पर छापे, फ्रांसीसी सेनाओं को अंततः सिग्नल हिल की लड़ाई में ब्रिटिश सैनिकों द्वारा पराजित किया गया। यह उत्तरी अमेरिका में युद्ध की अंतिम लड़ाई थी, और उसने फ्रांसीसी को लेफ्टिनेंट कर्नल विलियम एम्हेर्स्ट को आत्मसमर्पण करने के लिए मजबूर कर दिया। विजयी ब्रिटिश अब पूर्वी उत्तरी अमेरिका के सभी को नियंत्रित करते हैं।
Ques: क्या फायदा ले जाएगा? जॉन ने फ्रेंच के लिए प्रदान किया है?",अभियान ने वार्तालाप तालिका में फ्रांस के हाथ को मजबूत किया होगा
दिए गए संदर्भ के अनुसार प्रश्न का उत्तर दें।,"कई धर्मों के विपरीत, बौद्ध धर्म के पास कोई भी केंद्रीय पाठ नहीं है जिसे सार्वभौमिक रूप से सभी परंपराओं द्वारा संदर्भित किया जाता है। हालांकि, कुछ विद्वानों ने विनाया पिटाका और सट्टा पिटाका के पहले चार निकायास को सभी बौद्ध परंपराओं के सामान्य कोर के रूप में संदर्भित किया है। [पेज की जरूरत] इसे भ्रामक माना जा सकता है, क्योंकि मह्य्या इन केवल प्रारंभिक, और कोर, शिक्षण नहीं मानता है। तिब्बती बौद्धों ने भी अधिकांश āgamas का अनुवाद नहीं किया है (हालांकि सैद्धांतिक रूप से वे उन्हें पहचानते हैं) और वे चीन और जापान में पादरी या Laity के धार्मिक जीवन में कोई हिस्सा नहीं खेलते हैं। अन्य विद्वानों का कहना है कि कोई सार्वभौमिक रूप से स्वीकार्य सामान्य कोर नहीं है। बौद्ध कैनन की आकार और जटिलता को बौद्ध दर्शन की व्यापक समझ के लिए बाधाओं को पेश करने के रूप में कुछ (बौद्ध सामाजिक सुधारक बाबासाहेब अम्बेडकर समेत) द्वारा देखा गया है।
Ques: कुछ विद्वानों का कहना है कि कोई सार्वभौमिक रूप से स्वीकार नहीं है कि क्या?",सार
उपलब्ध जानकारी के आधार पर सवाल का जवाब दें।,"अपने तीसरे एलबम, स्नातक (2007) के साथ, वेस्ट अपनी पिछली रिलीज की आवाज़ से दूर चले गए और एक और वायुमंडलीय, रॉक-टिंगडेड, इलेक्ट्रॉनिक-प्रभावित साउंडस्केप की ओर बढ़ गए। संगीत विकास ने यूरोपीय ब्रिटपॉप और यूरो-डिस्को, अमेरिकी वैकल्पिक और इंडी-रॉक, और उनके मूल शिकागो हाउस को शामिल करने वाले संगीत शैलियों को सुनकर उठाया।। इस अंत में, पश्चिम ने अपने पिछले एल्बम की विशेषता वाले लाइव इंस्ट्रूमेंटेशन को वापस ले लिया और इसे भारी, गोथिक सिंथेसाइज़र, विकृत सिंथ-तार, राव स्टैब्स, हाउस बीट्स, इलेक्ट्रो-डिस्को लय, और मॉड्यूटेड इलेक्ट्रॉनिक शोर की एक विस्तृत श्रृंखला के साथ बदल दिया।डिजिटल ऑडियो प्रभाव। इसके अलावा, पश्चिम ने मैलाइंग स्टोन्स, यू 2, और एलईडी ज़ेपेल्लिन के रूप में मेलोडी और तार प्रगति के मामले में एरिना रॉक बैंड से संगीत प्रेरणा खींचीं।
Ques: कान्ये ने रोलिंग स्टोन्स, यू2, और एलईडी ज़ेपेलिन से प्रेरणा खींची, किस तरह से?",मेलोडी और तार प्रगति
Diye gaye jaankari ke aadhaar par question ka answer dein.,"बेयोनसे ने कहा है कि वह व्यक्तिगत रूप से अमेरिकी महिला मिशेल ओबामा से प्रेरित है और कहा, ""वह साबित करती है कि आप यह सब कर सकते हैं"" और उसने ओपरा विनफ्रे को ""प्रेरणा और एक मजबूत महिला की परिभाषा"" के रूप में वर्णित किया है। ""। उन्होंने यह भी चर्चा की है कि कैसे जे जेड उसके लिए एक सतत प्रेरणा है, दोनों के साथ जो उन्होंने अपने गीतात्मक प्रतिभा के रूप में वर्णन किया है और बाधाओं में उन्होंने अपने जीवन में अपना जीवन पार किया है। बेयोनसे ने कलाकार जीन-मिशेल बासक्विएट के लिए प्रशंसा व्यक्त की है, एक पत्र में पोस्ट किया गया ""मुझे जीन-मिशेल बासक्विएट के काम में क्या लगता है, मैं संगीत में हर दिन खोज करता हूं। वह गीतात्मक और कच्चा है ""। फरवरी 2013 में, बेयोनसे ने कहा कि मैडोना ने उसे अपने करियर पर नियंत्रण रखने के लिए प्रेरित किया। उसने टिप्पणी की: ""मैं मैडोना के बारे में सोचता हूं और उसने अपनी सभी महान चीजों को कैसे हासिल किया और लेबल शुरू किया और अन्य कलाकारों को विकसित किया। लेकिन उन महिलाओं के लिए पर्याप्त नहीं हैं।
Ques: प्रेरणा की परिभाषा के रूप में बेयोनसे का वर्णन कौन करता है?",ओपरा विनफ्रे
Jo information provide ki gayi hai uske basis par question ka jawab dein.,"न्यूजीलैंड में दिसंबर 2008 के प्रेस कॉन्फ्रेंस में, पश्चिम ने पहली बार अपनी मां की मौत के बारे में बात की थी। उन्होंने कहा, ""यह एक हाथ और एक पैर खोने और इसके माध्यम से चलने की कोशिश कर रहा था"", उन्होंने संवाददाताओं से कहा।
Ques: कन्या ने पहली बार अपनी माँ की मौत पर क्या कहा?",न्यूजीलैंड
Diye gaye context ke hisaab se sawal ka jawab dein.,"ऐतिहासिक रूप से, नाम अर्मेनियाई लोगों के इस समूह को अंतरराष्ट्रीय स्तर पर नामित करने आया है। यह पहली बार प्राचीन आर्मेनिया के पड़ोसी देशों द्वारा उपयोग किया जाता था। 6 वीं शताब्दी ईसा पूर्व के आसपास अफ़ेनिया की तारीख का सबसे पुराना प्रमाणन। अपने त्रिभाषी behistun शिलालेख में 517 ईसा पूर्व के लिए दारुण। ग्रीक में, αρμένιοι ""आर्मेनियन"" को एक ही समय से प्रमाणित किया जाता है, शायद सबसे पुराना संदर्भ एक टुकड़ा है जो मिलिटस (476 ईसा पूर्व) के हेकातियस को जिम्मेदार ठहराया जाता है (476 ईसा पूर्व)। ज़ेनोफोन, कुछ फारसी अभियानों में एक ग्रीक सामान्य सेवा, लगभग 401 ईसा पूर्व में आर्मेनियाई गांव के जीवन और आतिथ्य के कई पहलुओं का वर्णन करता है। वह उससे संबंधित है कि लोगों ने एक भाषा की बात की कि उसके कान में फारसियों की भाषा की तरह लग रहा था।
Ques: 'आर्मेनियन' का सबसे पुराना उपयोग क्या है?",476 ईसा पूर्व
Available jaankari ke basis par question ka answer karein.,"2005 में तूफान कैटरीना के बाद, बेयोनसे और रोवलैंड ने ह्यूस्टन क्षेत्र में पीड़ितों के लिए संक्रमणकालीन आवास प्रदान करने के लिए उत्तरजीवी नींव की स्थापना की, जिसके लिए बेयोनसे ने शुरुआती $250,000 का योगदान दिया। फाउंडेशन ने तब से शहर के अन्य दानों के साथ काम करने के लिए विस्तार किया है, और तीन साल बाद तूफान ike के बाद राहत भी प्रदान की है।
Ques: 2005 में बेयोनस और रोवलैंड ने क्या पाया?",उत्तरजीवी नींव
Answer the given question based on the provided information.,"यूएस फाइनेंशियल क्राइसिस इंक्वायरी कमीशन ने जनवरी 2011 में अपने निष्कर्षों की सूचना दी। इसने निष्कर्ष निकाला कि ""संकट टालने योग्य था और इसके कारण थे: वित्तीय विनियमन में व्यापक विफलताएं, जिसमें जहरीले बंधक के ज्वार को रोकने में फेडरल रिजर्व की विफलता शामिल है; कॉर्पोरेट प्रशासन में नाटकीय टूटना इसमें बहुत सी वित्तीय फर्में शामिल हैं जो लापरवाही से काम कर रही हैं और बहुत अधिक जोखिम उठा रही हैं; परिवारों और वॉल स्ट्रीट द्वारा अत्यधिक उधार और जोखिम का एक विस्फोटक मिश्रण जिसने वित्तीय प्रणाली को संकट के साथ टकराव के रास्ते पर रखा; प्रमुख नीति निर्माता संकट के लिए तैयार नहीं थे, एक की कमी थी उनके द्वारा देखी गई वित्तीय प्रणाली की पूरी समझ; और सभी स्तरों पर जवाबदेही और नैतिकता में प्रणालीगत उल्लंघन""।
Ques: यू ने कब किया? वित्तीय संकट पूछताछ आयोग अपने निष्कर्षों की रिपोर्ट करता है?",जनवरी 2011
