instruction,input,output
Solve the given problem.,"दो दिन पहले, अंकल वेली ने अपनी खाली जगह पर 50 गुलाब के पौधे लगाए थे। कल, उन्होंने पिछले दिन की तुलना में 20 गुलाब ज़्यादा लगाए। आज, उन्होंने दो दिन पहले की तुलना में दोगुने गुलाब लगाए। अंकल वेली ने अपनी खाली जगह पर कितने गुलाब लगाए?","दो दिन पहले, अंकल वेली ने 50 गुलाब लगाए थे।
कल, उन्होंने पिछले दिन की तुलना में 20 गुलाब ज़्यादा लगाए, इसलिए उन्होंने 50 + 20 = 70 गुलाब लगाए।
आज, उन्होंने दो दिन पहले की तुलना में दोगुने गुलाब लगाए, इसलिए उन्होंने 2 * 50 = 100 गुलाब लगाए।
इसलिए, अंकल वेली ने अपने खाली प्लॉट में कुल 50 + 70 + 100 = 220 गुलाब लगाए।
#### 220
उत्तर है: 220"
Provide the solution to the specified mathematics problem.,बेंजामिन एक दिन में 6 दर्जन अंडे इकट्ठा करता है। कार्ला बेंजामिन से 3 गुना ज़्यादा अंडे इकट्ठा करती है। त्रिशा बेंजामिन से 4 दर्जन कम अंडे इकट्ठा करती है। तीनों मिलकर कुल कितने दर्जन अंडे इकट्ठा करते हैं?,"बेंजामिन एक दिन में 6 दर्जन अंडे इकट्ठा करता है, जो 6 * 12 = 72 अंडे के बराबर है।
कार्ला बेंजामिन द्वारा एकत्र किए गए अंडों की संख्या से 3 गुना अधिक अंडे एकत्र करती है, जो 3 * 72 = 216 अंडे के बराबर है।
त्रिशा बेंजामिन से 4 दर्जन कम अंडे एकत्र करती है, जो 6 - 4 = 2 दर्जन अंडे के बराबर है।
तो त्रिशा 2 * 12 = 24 अंडे एकत्र करती है।
साथ में, वे तीनों 72 + 216 + 24 = 312 अंडे एकत्र करते हैं।
चूँकि एक दर्जन में 12 अंडे होते हैं, इसलिए उनके द्वारा एकत्र किए गए कुल दर्जन अंडों की संख्या 312 / 12 = 26 दर्जन है।
#### 26
उत्तर है: 26"
Find the answer to the problem using the given details.,"संसा एक प्रसिद्ध कलाकार है, वह एक चित्र बना सकती है और उसे उसके आकार के अनुसार बेच सकती है। वह 8 इंच का चित्र 5 डॉलर में बेचती है, और 16 इंच का चित्र 8 इंच के चित्र की कीमत से दुगुनी कीमत पर बेचती है। यदि वह प्रतिदिन तीन 8 इंच के चित्र और पाँच 16 इंच के चित्र बेचती है, तो वह हर 3 दिन में कितने चित्र कमाती है?","संसा 8 इंच का चित्र 5 डॉलर में बेचती है, और 16 इंच का चित्र 8 इंच के चित्र की कीमत से दुगुने दाम पर बेचती है, इसलिए 16 इंच का चित्र 5 x 2 = 10 डॉलर का है।
अगर वह प्रतिदिन तीन 8 इंच के चित्र बेचती है, तो उसे 8 इंच के चित्रों से 5 x 3 = 15 डॉलर की कमाई होती है।
अगर वह प्रतिदिन पाँच 16 इंच के चित्र बेचती है, तो उसे 16 इंच के चित्रों से 10 x 5 = 50 डॉलर की कमाई होती है।
कुल मिलाकर, उसे प्रतिदिन 15 + 50 डॉलर = 65 डॉलर की कमाई होती है।
तो, हर 3 दिन में उसे 65 x 3 = 195 डॉलर की कमाई होती है।
#### 195
उत्तर है: 195"
Solve the mathematical problem as per the given question.,"यदि वाल्टर अपने वार्षिक फिश फ्राई कार्यक्रम के दौरान अपने 20 मेहमानों में से प्रत्येक को 5 हशपप्पीज़ परोसना चाहता है और 8 मिनट में 10 हशपप्पीज़ पका सकता है, तो उसे सभी हशपप्पीज़ पकाने में कितना समय लगेगा?","वाल्टर अपने 20 मेहमानों में से प्रत्येक को 5 हशपपीज़ परोसना चाहता है, इसलिए उसे कुल 5 * 20 = 100 हशपपीज़ पकाने की ज़रूरत है।
वह 8 मिनट में 10 हशपपीज़ पका सकता है, इसलिए वह 8/10 = 0.8 मिनट में 1 हशपपीज़ पका सकता है।
इसलिए, उसे सभी हशपपीज़ पकाने में 0.8 * 100 = 80 मिनट लगेंगे।
#### 80
उत्तर है: 80"
दिए गए प्रश्न को हल करें।,"ध्रुवीय निर्देशांक में बिंदु $\left( 8, \frac{7 \pi}{6} \right)$ के आयताकार निर्देशांक क्या हैं?","ध्रुवीय निर्देशांक में, एक बिंदु को मूल बिंदु (त्रिज्या) से इसकी दूरी और धनात्मक x-अक्ष (कोण) के साथ इसके द्वारा बनाए गए कोण द्वारा दर्शाया जाता है।
दिया गया बिंदु पहले से ही ध्रुवीय रूप में है, जिसकी त्रिज्या 8 है और कोण $\frac{7 \pi}{6}$ है।
आयताकार निर्देशांक में बदलने के लिए, हम सूत्र $x = r \cos \theta$ और $y = r \sin \theta$ का उपयोग करते हैं।
मानों को प्लग इन करने पर, हमारे पास $x = 8 \cos \left( \frac{7 \pi}{6} \right)$ और $y = 8 \sin \left( \frac{7 \pi}{6} \right)$ है।
इकाई वृत्त या संदर्भ कोण का उपयोग करते हुए, हम पाते हैं कि $\cos \left( \frac{7 \pi}{6} \right) = -\frac{\sqrt{3}}{2}$ और $\sin \left( \frac{7 \pi}{6} \right) = -\frac{1}{2}$.
इसलिए, $x = 8 \cdot \left( -\frac{\sqrt{3}}{2} \right) = -4 \sqrt{3}$ और $y = 8 \cdot \left( -\frac{1}{2} \right) = -4$.
ध्रुवीय निर्देशांक में बिंदु $\left( 8, \frac{7 \pi}{6} \right)$ के आयताकार निर्देशांक $\boxed{(-4 \sqrt{3}, -4)}$ हैं। उत्तर है: (-4\sqrt{3},-4)"
दिए गए गणितीय समस्या का समाधान प्रदान करें।,"यदि 25 चॉकलेट कैंडीज के एक बॉक्स की कीमत 6 डॉलर है, तो 600 चॉकलेट कैंडीज खरीदने में कितना खर्च आएगा?","हम इस समस्या को हल करने के लिए एक अनुपात निर्धारित कर सकते हैं।
मान लें कि $x$ 600 चॉकलेट कैंडी खरीदने की लागत है।
हमारे पास अनुपात $\frac{25}{6} = \frac{600}{x}$ है।
क्रॉस गुणा करने पर $25x = 600 \cdot 6$ मिलता है।
दोनों पक्षों को 25 से विभाजित करने पर $x = \frac{600 \cdot 6}{25}$ मिलता है।
सरलीकरण करने पर $x = \frac{144}{1}$ मिलता है।
इसलिए, 600 चॉकलेट कैंडी खरीदने पर $\boxed{144}$ खर्च आएगा।उत्तर है: 144"
दिए गए सवाल के अनुसार समस्या को हल करें।,जॉन डिनर प्लेट और चांदी के बर्तन खरीदता है। चांदी के बर्तन की कीमत x है। डिनर प्लेट की कीमत चांदी के बर्तन से 50% ज़्यादा है। उसने हर चीज़ के लिए 30 का भुगतान किया। अज्ञात चर x का मान क्या है? अज्ञात चर x का मान क्या है?,"इस समस्या को हल करने के लिए, हमें x का मान निर्धारित करना होगा, जो चांदी के बर्तनों की लागत को दर्शाता है।
हम जानते हैं कि डिनर प्लेट की कीमत चांदी के बर्तनों की कीमत से 50% ज़्यादा है। इसलिए, डिनर प्लेट की कीमत 0.5x है।
डिनर प्लेट और चांदी के बर्तनों की कुल कीमत $30 है।
हम समीकरण को इस तरह सेट कर सकते हैं:
चांदी के बर्तनों की कीमत + डिनर प्लेट की कीमत = कुल कीमत
x + 0.5x = $30
चलिए x को सरल बनाते हैं और हल करते हैं:
1.5x = $30
x को अलग करने के लिए, हम समीकरण के दोनों पक्षों को 1.5 से विभाजित करते हैं:
1.5x / 1.5 = $30 / 1.5
x = $20
x का मान $20 है।
#### 20
उत्तर है: 20"
गणित के सवाल का हल ढूंढें।,"कार्ल ने गलती से 12 मार्बल्स में से आधे खो दिए, जिन्हें उसने गेम खेलने के लिए निकाला था। इसके बाद कार्ल ने 10 और मार्बल्स निकाले। फिर उसकी माँ ने उसे 25 मार्बल्स वाला एक बैग लाकर दिया। अगर कार्ल को अपने खोए हुए मार्बल्स नहीं मिल पाते, तो उसे गेम खत्म करने के बाद जार में कितने मार्बल्स वापस डालने होंगे, जिसमें उसके असली और नए दोनों मार्बल्स शामिल हैं?","कार्ल 12 मार्बल्स से शुरुआत करता है, लेकिन उनमें से आधे खो देता है, इसलिए उसके पास 12/2 = 6 मार्बल्स बचते हैं।
फिर वह अतिरिक्त 10 मार्बल्स निकालता है, इसलिए उसके पास 6 + 10 = 16 मार्बल्स होते हैं।
उसकी माँ उसे 25 मार्बल्स का एक बैग लाती है, इसलिए अब उसके पास 16 + 25 = 41 मार्बल्स होते हैं।
अगर वह अपने खोए हुए मार्बल्स नहीं ढूँढ पाता है, तो उसे अपना खेल खत्म करने के बाद जार में 41 मार्बल्स वापस डालने होंगे।
#### 41
उत्तर है: 41"
Diye gaye maths problem ko solve karein.,"यदि किसी विश्वविद्यालय में शुरू में 1800 छात्र हैं, जिनमें से 30% अन्य देशों से हैं, और अगले सेमेस्टर में 200 नए विदेशी छात्र दाखिला लेते हैं जबकि अन्य सभी छात्र अपनी पढ़ाई जारी रखते हैं, तो विश्वविद्यालय में कितने विदेशी छात्र अध्ययन करेंगे?","यदि विश्वविद्यालय में शुरू में 1800 छात्र हैं, और उनमें से 30% अन्य देशों से हैं, तो 1800 * 0.30 = 540 विदेशी छात्र हैं।
यदि अगले सेमेस्टर में 200 नए विदेशी छात्र दाखिला लेते हैं, तो विदेशी छात्रों की कुल संख्या 540 + 200 = 740 होगी।
इसलिए, विश्वविद्यालय में 740 विदेशी छात्र अध्ययन करेंगे।
#### 740
उत्तर है: 740"
"Jo maths question diya gaya hai, uska solution dein.","पिस्ता के एक बैग में 80 पिस्ता हैं। 95 प्रतिशत में छिलके हैं, और उनमें से x प्रतिशत में छिलके खुले हुए हैं। बैग में 57 पिस्ता हैं जिनमें छिलके हैं और उनका छिलका खुला हुआ है। अज्ञात चर x का मान क्या है?","इस समस्या को हल करने के लिए, हमें x का मान निर्धारित करना होगा, जो खुले हुए छिलकों वाले पिस्ता के प्रतिशत को दर्शाता है। आइए दी गई जानकारी को विभाजित करें:
बैग में कुल पिस्ता: 80
छिलके वाले पिस्ता का प्रतिशत: 95%
छिलके वाले पिस्ता का प्रतिशत: x%
छिलके वाले पिस्ता और खुले हुए पिस्ता की संख्या: 57
हम समीकरण को इस प्रकार बना सकते हैं:
छिलके वाले पिस्ता का प्रतिशत * खुले हुए पिस्ता का प्रतिशत * पिस्ता की कुल संख्या = छिलके वाले पिस्ता और खुले हुए पिस्ता की संख्या
95% * x% * 80 = 57
आइए सरलीकरण करें और x के लिए हल करें:
0.95 * 0.01 * 80 = 57
0.76 = 57
x के लिए हल करने के लिए, हम समीकरण के दोनों पक्षों को 0.76 से विभाजित करते हैं:
x = 57 / 0.76
x = 75
x का मान है 75.
#### 75
उत्तर है: 75"
Problem ka sahi jawab dijiye.,$\frac{\sqrt{507}}{\sqrt{48}}-\frac{\sqrt{175}}{\sqrt{112}}$ को सरल कीजिए।,"सबसे पहले, आइए वर्गमूल के अंतर्गत भिन्नों को सरल करें:
$507 = 3 \cdot 13 \cdot 13$, इसलिए $\sqrt{507} = \sqrt{3 \cdot 13 \cdot 13} = 13\sqrt{3}$.
$48 = 2 \cdot 2 \cdot 2 \cdot 2 \cdot 3$, इसलिए $\sqrt{48} = \sqrt{2 \cdot 2 \cdot 2 \cdot 2 \cdot 3} = 4\sqrt{3}$.
$175 = 5 \cdot 5 \cdot 7$, इसलिए $\sqrt{175} = \sqrt{5 \cdot 5 \cdot 7} = 5\sqrt{7}$.
$112 = 2 \cdot 2 \cdot 2 \cdot 2 \cdot 7$, इसलिए $\sqrt{112} = \sqrt{2 \cdot 2 \cdot 2 \cdot 2 \cdot 7} = 4\sqrt{7}$.
अब, इन सरलीकृत मानों को मूल अभिव्यक्ति में वापस प्रतिस्थापित करें:
$\frac{\sqrt{507}}{\sqrt{48}}-\frac{\sqrt{175}}{\sqrt{112}} = \frac{13\sqrt{3}}{4\sqrt{3}}-\frac{5\sqrt{7}}{4\sqrt{7}} = \frac{13}{4}-\frac{5}{4} = \frac{8}{4} = \boxed{2}$.
उत्तर है: 2"
Solve the given problem.,"बेरेन्गेरे और उनकी अमेरिकी विदेशी-विनिमय छात्रा एमिली पेरिस में एक बेकरी में हैं जो यूरो और अमेरिकी डॉलर दोनों स्वीकार करती है। वे एक केक खरीदना चाहते हैं, लेकिन उनमें से किसी के पास पर्याप्त पैसे नहीं हैं। यदि केक की कीमत 6 यूरो है और एमिली के पास एक अमेरिकी पाँच डॉलर का नोट है, तो बेरेन्गेरे को केक की कीमत में कितने यूरो का योगदान देना होगा यदि 1 यूरो = 1.25 अमेरिकी डॉलर?","चूँकि 1 यूरो = 1.25 USD, हम एमिली के 5-डॉलर के बिल को विनिमय दर से विभाजित करके यूरो में बदल सकते हैं: $5/1.25 = 4$ यूरो।
केक की कुल लागत 6 यूरो है, इसलिए बेरेन्गेरे को $6 - 4 = \boxed{2}$ यूरो का योगदान करना होगा। उत्तर है: 2"
Provide the solution to the specified mathematics problem.,"यदि ऑपरेशन $\clubsuit$ को $A\ \clubsuit\ B = 3A + 2B + 5$ के रूप में परिभाषित किया गया है, तो $A$ का कौन सा मान समीकरण $A\ \clubsuit\ 4 = 58$ को संतुष्ट करता है?","हम $3A + 2B + 5$ व्यंजक में $A$ तथा $B$ प्रतिस्थापित करते हैं, जिससे $3A + 2(4) + 5$ प्राप्त होता है।
हम सरलीकरण करके $3A + 8 + 5$ प्राप्त करते हैं।
समान पदों को संयोजित करने पर, हमें $3A + 13$ प्राप्त होता है।
हम इस व्यंजक को 58 के बराबर रखते हैं, जिससे हमें $3A + 13 = 58$ प्राप्त होता है।
दोनों पक्षों से 13 घटाने पर, हमें $3A = 45$ प्राप्त होता है।
अंत में, दोनों पक्षों को 3 से विभाजित करने पर, हमें पता चलता है कि $A = \boxed{15}$।
उत्तर है: 15"
Find the answer to the problem using the given details.,x मीटर तार के एक रोल का वजन 5 किलोग्राम है। 75 मीटर के रोल का वजन 15 है। अज्ञात चर x का मान क्या है?,"इस समस्या को हल करने के लिए, हमें x का मान निर्धारित करना होगा, जो प्रति मीटर तार के वजन को दर्शाता है।
चलिए दी गई जानकारी को तोड़ते हैं:
x मीटर तार का वजन: 5 किलोग्राम
75 मीटर तार का वजन: 15 किलोग्राम
हम समीकरण को इस प्रकार सेट कर सकते हैं:
x मीटर तार का वजन / x = 75 मीटर तार का वजन / 75
5 / x = 15 / 75
चलिए x को सरल बनाते हैं और हल करते हैं:
5 / x = 1 / 5
x को अलग करने के लिए, हम समीकरण के दोनों पक्षों को x से गुणा करते हैं:
(5 / x) * x = (1 / 5) * x
5 = x / 5
x को हल करने के लिए, हम समीकरण के दोनों पक्षों को 5 से गुणा करते हैं:
5 * 5 = x
25 = x
x का मान 25 है।
#### 25
उत्तर है: 25"
Solve the mathematical problem as per the given question.,"मैट्रिक्स के निर्धारक की गणना करें
$\begin{vmatrix} 7 & 3 \\ -1 & 2 \end{vmatrix}.$","$2 \times 2$ मैट्रिक्स $\begin{pmatrix} a & b \\ c & d \end{pmatrix}$ का निर्धारक $ad - bc$ द्वारा दिया जाता है।
तो, दिए गए मैट्रिक्स $\begin{pmatrix} 7 & 3 \\ -1 & 2 \end{pmatrix}$ के लिए, निर्धारक $7(2) - 3(-1) = 14 + 3 = \boxed{17}$ है।
उत्तर है: 17"
दिए गए प्रश्न को हल करें।,समीकरण \[-x^2 = \frac{3x+1}{x+3}\] के लिए हल क्या हैं? कृपया सभी हल कॉमा से अलग करके दर्ज करें।,"सबसे पहले, हम हर से छुटकारा पाने के लिए समीकरण के दोनों पक्षों को $x+3$ से गुणा करते हैं:
\[(-x^2)(x+3) = (3x+1).\]
हम $-x^3 -3x^2 = 3x+1$ प्राप्त करने के लिए सरलीकरण करते हैं।
इसके बाद, हम समीकरण के एक तरफ के सभी पदों को प्राप्त करने के लिए दोनों पक्षों में $x+1$ जोड़ते हैं:
\[x^3 + 3x^2 + 3x + 1 = 0.\]
बाएं पक्ष को फैक्टर करने पर, हम पाते हैं कि $(x+1)^3 = 0$.
दोनों पक्षों का घनमूल निकालने पर हमें $x+1 = 0$ मिलता है, इसलिए $x = -1$.
इसलिए, समीकरण का हल $\boxed{-1}$ है।
उत्तर है: -1"
दिए गए गणितीय समस्या का समाधान प्रदान करें।,"डोना एक पार्टी के लिए खाना बना रही है। वह 20 सैंडविच बनाती है और फिर उन्हें आधे में काटती है, फिर उन्हें फिर से आधे में काटती है। फिर वह सभी को 8 हिस्से देती है। वह कितने लोगों को खाना खिला सकती है?","डोना 20 सैंडविच बनाती है और उन्हें आधे में काटती है, इसलिए उसके पास 20 x 2 = 40 भाग होते हैं।
फिर वह भागों को फिर से आधे में काटती है, इसलिए उसके पास 40 x 2 = 80 भाग होते हैं।
अंत में, वह सभी को 8 भाग देती है, इसलिए वह 80 / 8 = 10 लोगों को खिला सकती है।
#### 10
उत्तर है: 10"
दिए गए सवाल के अनुसार समस्या को हल करें।,"त्रिभुज $ABC$ की भुजाओं की लंबाई 5, 12 और 13 इकाई है, और त्रिभुज $DEF$ की भुजाओं की लंबाई 8, X और 17 इकाई है। त्रिभुज $ABC$ के क्षेत्रफल का त्रिभुज $DEF$ के क्षेत्रफल से अनुपात क्या है? अपने उत्तर को एक सामान्य अंश के रूप में व्यक्त करें। उत्तर 2 है। अज्ञात चर X का मान क्या है?","इस समस्या को हल करने के लिए, हमें x का मान निर्धारित करना होगा, जो त्रिभुज DEF की एक भुजा की लंबाई को दर्शाता है।
हमें त्रिभुज DEF की दो भुजाओं की लंबाई दी गई है: 8 और 17 इकाई।
लुप्त भुजा की लंबाई ज्ञात करने के लिए, हम पाइथागोरस प्रमेय का उपयोग कर सकते हैं, जो बताता है कि एक समकोण त्रिभुज में, कर्ण (समकोण के विपरीत भुजा) की लंबाई का वर्ग अन्य दो भुजाओं की लंबाई के वर्गों के योग के बराबर होता है।
त्रिभुज DEF में, भुजाओं की लंबाई 8, x और 17 है।
पाइथागोरस प्रमेय का उपयोग करते हुए, हमारे पास है:
8^2 + x^2 = 17^2
64 + x^2 = 289
समीकरण के दोनों पक्षों से 64 घटाने पर, हमें मिलता है:
x^2 = 225
दोनों पक्षों का वर्गमूल निकालने पर, हमें मिलता है:
x = 15
इसलिए, x का मान 15 है।
उत्तर है: 15"
गणित के सवाल का हल ढूंढें।,$\sin 315^\circ$ की गणना करें.,"हम जानते हैं कि सभी कोणों $\theta$ के लिए $\sin (360^\circ - \theta) = \sin \theta$ है।
इसलिए, $\sin (-45^\circ) = \sin (360^\circ - 45^\circ) = \sin 315^\circ$।
चूँकि $\sin (-45^\circ) = -\sin 45^\circ$, इसलिए हमारे पास $\sin 315^\circ = -\sin 45^\circ = \boxed{-\frac{\sqrt{2}}{2}}$ है।
उत्तर है: -\frac{\sqrt{2}}{2}"
Diye gaye maths problem ko solve karein.,"यदि ऑस्ट्रेलिया के लिए उड़ान का नियमित मूल्य लगभग 2000 डॉलर है और ट्रैविस, एक छात्र होने के नाते, इस मूल्य पर 30% छूट के लिए पात्र है, तो उसे अपनी टिकट के लिए कितनी राशि का भुगतान करना होगा?","ट्रैविस $2000 की नियमित कीमत पर 30% छूट के लिए पात्र है। छूट राशि की गणना करने के लिए, हम नियमित मूल्य को छूट प्रतिशत से गुणा करते हैं: $2000 * 30% = $600। छूट राशि $600 है, इसलिए ट्रैविस को केवल छूट के बाद शेष राशि का भुगतान करना होगा: $2000 - $600 = $1400। ट्रैविस को अपने टिकट के लिए $1400 का भुगतान करना होगा। #### 1400 उत्तर है: 1400"
"Jo maths question diya gaya hai, uska solution dein.","यदि रसोइये के पास शुरू में एक बाल्टी में 300 गाजर थीं और उसने दोपहर के भोजन से पहले उनमें से 2/5 गाजर का उपयोग कर लिया, और फिर दिन के अंत तक शेष गाजरों में से 3/5 का उपयोग कर लिया, तो उस दिन कितनी गाजरें अप्रयुक्त रह गईं?","यदि रसोइये के पास शुरू में 300 गाजर थीं और उसने उनमें से 2/5 का इस्तेमाल किया, तो इस्तेमाल की गई गाजरों की संख्या 300 * 2/5 = 120 गाजर है।
गाजरों की शेष संख्या 300 - 120 = 180 गाजर है।
यदि रसोइये ने फिर शेष गाजरों में से 3/5 का इस्तेमाल किया, तो इस्तेमाल की गई गाजरों की संख्या 180 * 3/5 = 108 गाजर है।
बिना इस्तेमाल की गई गाजरों की संख्या 180 - 108 = 72 गाजर है।
#### 72
उत्तर है: 72"
Given problem ko solve karke answer dein.,"यदि गेंदें अलग-अलग हैं और बक्से भी अलग-अलग हैं, तो 5 गेंदों को 2 बक्सों में रखने के कितने तरीके हैं?","प्रत्येक गेंद के लिए, उसे किस बॉक्स में रखना है, इसके 2 विकल्प हैं। चूँकि 5 गेंदें हैं, इसलिए गेंदों को बॉक्स में वितरित करने के $2^5=\boxed{32}$ तरीके हैं। उत्तर है: 32"
Problem ka sahi jawab dijiye.,यदि $z^2 - 8z + 37 = 0$ है तो $|z|$ के कितने संभावित मान हैं?,"हम समीकरण को गुणनखंडन करके या द्विघात सूत्र का उपयोग करके हल कर सकते हैं।
किसी भी तरह से, हम पाते हैं कि दो समाधान $z = 4 \pm i$ हैं।
$4 + i$ का निरपेक्ष मान $\sqrt{4^2 + 1^2} = \sqrt{17}$ है,
और $4 - i$ का निरपेक्ष मान भी $\sqrt{17}$ है।
इसलिए, $|z|$ के लिए केवल $\boxed{1}$ संभावित मान है।
उत्तर है: 1"
Solve the given problem.,"एक कंप्यूटर फैक्ट्री प्रतिदिन 1500 कंप्यूटर बनाती है। वे प्रत्येक कंप्यूटर को $150 में बेचते हैं। यदि वे x सप्ताह के उत्पादन के बराबर बेचते हैं, तो कंपनी को 1575000 पैसे मिलेंगे। अज्ञात चर x का मान क्या है? अज्ञात चर x का मान क्या है?","इस समस्या को हल करने के लिए, हमें x का मान निर्धारित करना होगा, जो कंपनी द्वारा बेचे गए उत्पादन के सप्ताहों की संख्या को दर्शाता है। आइए दी गई जानकारी को विभाजित करें:
प्रतिदिन उत्पादित कंप्यूटरों की संख्या: 1500
प्रति कंप्यूटर कीमत: $150
कुल कमाई: $1,575,000
हम समीकरण को इस प्रकार बना सकते हैं:
प्रतिदिन उत्पादित कंप्यूटरों की संख्या * प्रति कंप्यूटर कीमत * सप्ताह में दिनों की संख्या * सप्ताहों की संख्या = कुल कमाई
1500 * $150 * 7 * x = $1,575,000
आइए x को सरल करें और हल करें:
1500 * $150 * 7 * x = $1,575,000
1575000x = $1,575,000
x को अलग करने के लिए, हम समीकरण के दोनों पक्षों को 1575000 से विभाजित करते हैं:
1575000x / 1575000 = $1,575,000 / 1575000
x = 1
x का मान है 1.
#### 1
उत्तर है: 1"
Provide the solution to the specified mathematics problem.,"$x^2 ​​- y^2$ का मान परिकलित करें, जहाँ $x = 2001^{1002} - 2001^{-1002}$ तथा $y = 2001^{1002} + 2001^{-1002}$.","ध्यान दें कि $x^2 - y^2 = (x+y)(x-y)$.
वर्गों के अंतर का उपयोग करते हुए, हमारे पास $x^2 - y^2 = (x+y)(x-y) = (2001^{1002} - 2001^{-1002} + 2001^{1002} + 2001^{-1002})(2001^{1002} - 2001^{-1002} - 2001^{1002})$ है.
सरलीकरण करने पर, हमें $x^2 - y^2 = (2 \cdot 2001^{1002})(-2 \cdot 2001^{-1002}) = -4$ मिलता है.
इसलिए, $x^2 - y^2 = \boxed{-4}$.उत्तर है: -4"
Find the answer to the problem using the given details.,"अपने डॉक्टर से प्रोटीन का सेवन बढ़ाने और स्वस्थ जीवनशैली बनाए रखने की सलाह मिलने के बाद, श्री क्रूज़ ने पहले महीने में 20 पाउंड और दूसरे महीने में 30 पाउंड अतिरिक्त वजन बढ़ाया। यदि उनका शुरुआती वजन 70 पाउंड था, तो दो महीने की अवधि के बाद उनका वर्तमान वजन क्या है?","श्री क्रूज़ ने पहले महीने में 20 पाउंड वजन बढ़ाया, इसलिए उनका वजन 70 + 20 = 90 पाउंड हो गया।
दूसरे महीने में, उन्होंने अतिरिक्त 30 पाउंड वजन बढ़ाया, इसलिए उनका वजन 90 + 30 = 120 पाउंड हो गया।
इसलिए, दो महीने की अवधि के बाद श्री क्रूज़ का वर्तमान वजन 120 पाउंड है।
#### 120
उत्तर है: 120"
Solve the mathematical problem as per the given question.,"बिंदु $(1,1,1)$ को $y$-अक्ष के बारे में $180^\circ$ घुमाया जाता है, फिर $yz$-तल से परावर्तित किया जाता है, $xz$-तल से परावर्तित किया जाता है, $y$-अक्ष के बारे में $180^\circ$ घुमाया जाता है, और $xz$-तल से परावर्तित किया जाता है। अब बिंदु के निर्देशांक ज्ञात करें।","$(1,1,1)$ को $y$-अक्ष के बारे में $180^\circ$ घुमाने पर $(-1,1,-1)$ मिलता है।
$(-1,1,-1)$ को $yz$-तल से परावर्तित करने पर $(1,1,-1)$ मिलता है।
$(1,1,-1)$ को $xz$-तल से परावर्तित करने पर $(1,-1,-1)$ मिलता है।
$(1,-1,-1)$ को $y$-अक्ष के बारे में $180^\circ$ घुमाने पर $(-1,-1,1)$ मिलता है।
$(-1,-1,1)$ को $xz$-तल से परावर्तित करने पर $\boxed{(-1,1,1)}$ मिलता है।
उत्तर है: (-1,1,1)"
दिए गए प्रश्न को हल करें।,"यदि केन की किराना दुकान पर गमी विटामिन की कीमत सामान्यतः 15 डॉलर प्रति बोतल है, लेकिन वर्तमान में 20% छूट दी जा रही है, तथा केन के पास 2 डॉलर वाले 3 कूपन हैं, तो गमी विटामिन की 3 बोतलें खरीदने की कुल लागत क्या होगी?","गमी विटामिन की प्रत्येक बोतल की मूल कीमत $15.00 है।
छूट 20% है, इसलिए प्रति बोतल छूट मूल्य 15.00 - (15.00 का 20%) = 15.00 - (0.20 * 15.00) = 15.00 - 3.00 = $12.00 है।
केन के पास $2.00 मूल्य के 3 कूपन हैं, इसलिए कूपन से कुल छूट 3 * $2.00 = $6.00 है।
गमी विटामिन की 3 बोतलें खरीदने की कुल लागत 3 * $12.00 = $36.00 होगी।
कूपन से $6.00 की छूट लागू करने के बाद, कुल लागत $36.00 - $6.00 = $30.00 होगी।
#### 30
उत्तर है: 30"
दिए गए गणितीय समस्या का समाधान प्रदान करें।,150 डॉलर की साइकिल की कीमत का आधा हिस्सा बचाकर पैट्रिक ने अपने दोस्त को 50 डॉलर उधार दिए। पैट्रिक के पास वर्तमान में कितनी धनराशि है?,"साइकिल की कीमत $150 है, इसलिए पैट्रिक ने इसका आधा हिस्सा बचा लिया, जो $150/2 = $75 है
पैट्रिक ने फिर अपने दोस्त को $50 उधार दिए, इसलिए अब उसके पास $75 - $50 = $25 हैं
पैट्रिक के पास वर्तमान में $25 है
#### 25
उत्तर है: 25"
दिए गए सवाल के अनुसार समस्या को हल करें।,"यदि एमी ने कल 12 मील साइकिल चलाई थी और आज उसने उस दूरी के दोगुने से 3 मील कम साइकिल चलाई है, तो दो दिनों में उसने कुल कितनी दूरी साइकिल से तय की?","एमी ने कल जितनी दूरी साइकिल से तय की थी, उसका दुगुना 12 * 2 = 24 मील है।
एमी ने कल जितनी दूरी साइकिल से तय की थी, उससे दुगुनी दूरी 3 मील कम है, इसलिए उसने आज 24 - 3 = 21 मील साइकिल से तय की।
दो दिनों में एमी ने कुल 12 + 21 = 33 मील साइकिल से तय की।
#### 33
उत्तर है: 33"
गणित के सवाल का हल ढूंढें।,"यदि मीरा हर सुबह 5 मील प्रति घंटे की गति से जॉगिंग करती है और प्रत्येक सुबह 2 घंटे जॉगिंग करती है, तो वह पांच दिनों में कितने मील जॉगिंग कर सकती है?","यदि मीरा प्रत्येक सुबह 5 मील प्रति घंटे की गति से 2 घंटे जॉगिंग करती है, तो वह प्रत्येक सुबह 2 x 5 = 10 मील जॉगिंग कर सकती है।
पांच दिनों की अवधि में, वह 10 मील x 5 = 50 मील जॉगिंग कर सकती है।
#### 50
उत्तर है: 50"
