instruction,hi_err,hi_corr
Hindi sentence ke errors ko identify karke correct karo:,"दोनों सकोरों में अपनी अपना प्रतिबिंब देखकर , संतुष्ट होकर चल पड़े","दोनों सकोरों में अपना अपना प्रतिबिंब देखकर , संतुष्ट होकर चल पड़े"
Grammar mistake ko correct karo jo sentence mein hai:,"दोनों सकोरों में अपना अपने प्रतिबिंब देखकर , संतुष्ट होकर चल पड़े","दोनों सकोरों में अपना अपना प्रतिबिंब देखकर , संतुष्ट होकर चल पड़े"
Hindi sentence ka grammar sahi karo:,भिन्न भिन्न जाति कमल के फूलों की आकृतियाँ भिन्न भिन्नभी होती है,भिन्न भिन्न जाति कमल के फूलों की आकृतियाँ भिन्न भिन्नभी होती हैं
"Jo bhi error hai Hindi sentence mein, usse fix karo:",लेकिन दोनों पक्षों के अपना अपने रुख़ पर अड़े रहने से ऐसा नहीं हो सका,लेकिन दोनों पक्षों के अपने अपने रुख़ पर अड़े रहने से ऐसा नहीं हो सका
Identify and correct the mistake in the provided Hindi sentence:,लेकिन दोनों पक्षों के अपने अपनी रुख़ पर अड़े रहने से ऐसा नहीं हो सका,लेकिन दोनों पक्षों के अपने अपने रुख़ पर अड़े रहने से ऐसा नहीं हो सका
Fix the grammar error in the given Hindi sentence:,जबकि इसकी पूर्वोत्तर में असम और पूर्व में मिजोरम स्थित हैं,जबकि इसके पूर्वोत्तर में असम और पूर्व में मिजोरम स्थित हैं
Make corrections to the grammar of the following Hindi sentence:,जबकि इसके पूर्वोत्तर में असम और पूर्व में मिजोरम स्थित है,जबकि इसके पूर्वोत्तर में असम और पूर्व में मिजोरम स्थित हैं
Correct the given sentence:,"शैव सिद्धांत , शैव सम्प्रदाय के 6 मुख्य विचारधारा विद्यालयों में से एक हैं","शैव सिद्धांत , शैव सम्प्रदाय के 6 मुख्य विचारधारा विद्यालयों में से एक है"
Identify any grammatical issues in the sentence and fix them:,इसके मुख्य और राजभाषा है फ़्रांसिसी भाषा,इसकी मुख्य और राजभाषा है फ़्रांसिसी भाषा
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,इसकी मुख्य और राजभाषा हैं फ़्रांसिसी भाषा,इसकी मुख्य और राजभाषा है फ़्रांसिसी भाषा
हिंदी वाक्य में मौजूद गलती को ठीक करें।,"सदाशिव और शिव दिखने में , वेषभूषा और गुण में बिल्कुल समान हैं","सदाशिव और शिव दिखने में , वेषभूषा और गुण में बिल्कुल समान है"
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,जो विष्णु भगवान के छठे अवतार है,जो विष्णु भगवान के छठा अवतार है
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,जो विष्णु भगवान के छठा अवतार हैं,जो विष्णु भगवान के छठा अवतार है
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,1971 में बांग्लादेश बनने के बाद वे वहाँ भारत के पहली उच्चायुक्त थे,1971 में बांग्लादेश बनने के बाद वे वहाँ भारत के पहले उच्चायुक्त थे
Diye gaye sentence mein grammar ki galti ko theek karo:,1971 में बांग्लादेश बनने के बाद वे वहाँ भारत के पहले उच्चायुक्त था,1971 में बांग्लादेश बनने के बाद वे वहाँ भारत के पहले उच्चायुक्त थे
Hindi sentence ke errors ko identify karke correct karo:,"हालांकि पहले विशुद्ध पैसेंजर होवरक्राफ्ट विकर्स विए ३ था , जिसमें दो टर्बोप्रोप इंजन लगे थे और प्रोपेलर्स के सहारे चलता था","हालांकि पहला विशुद्ध पैसेंजर होवरक्राफ्ट विकर्स विए ३ था , जिसमें दो टर्बोप्रोप इंजन लगे थे और प्रोपेलर्स के सहारे चलता था"
Grammar mistake ko correct karo jo sentence mein hai:,"हालांकि पहला विशुद्ध पैसेंजर होवरक्राफ्ट विकर्स विए ३ थी , जिसमें दो टर्बोप्रोप इंजन लगे थे और प्रोपेलर्स के सहारे चलता था","हालांकि पहला विशुद्ध पैसेंजर होवरक्राफ्ट विकर्स विए ३ था , जिसमें दो टर्बोप्रोप इंजन लगे थे और प्रोपेलर्स के सहारे चलता था"
Hindi sentence ka grammar sahi karo:,"हालांकि पहला विशुद्ध पैसेंजर होवरक्राफ्ट विकर्स विए ३ था , जिसमें दो टर्बोप्रोप इंजन लगे थी और प्रोपेलर्स के सहारे चलता था","हालांकि पहला विशुद्ध पैसेंजर होवरक्राफ्ट विकर्स विए ३ था , जिसमें दो टर्बोप्रोप इंजन लगे थे और प्रोपेलर्स के सहारे चलता था"
"Jo bhi error hai Hindi sentence mein, usse fix karo:","हालांकि पहला विशुद्ध पैसेंजर होवरक्राफ्ट विकर्स विए ३ था , जिसमें दो टर्बोप्रोप इंजन लगे थे और प्रोपेलर्स के सहारे चलता थीं","हालांकि पहला विशुद्ध पैसेंजर होवरक्राफ्ट विकर्स विए ३ था , जिसमें दो टर्बोप्रोप इंजन लगे थे और प्रोपेलर्स के सहारे चलता था"
Identify and correct the mistake in the provided Hindi sentence:,ये जीव ईश्वर के साथ संबद्ध है,ये जीव ईश्वर के साथ संबद्ध हैं
Fix the grammar error in the given Hindi sentence:,आदिकाल में वीररसात्मक ग्रंथो की प्रधानता के कारण वीरगाथाकाल कहा जाता है,आदिकाल में वीररसात्मक ग्रंथो की प्रधानता के कारण वीरगाथाकाल कहा जाता हैं
Make corrections to the grammar of the following Hindi sentence:,एक निर्धन किन्तु विद्वान ब्राह्मण की सन्तान थीं,एक निर्धन किन्तु विद्वान ब्राह्मण की सन्तान थे
Correct the given sentence:,इस प्रकार कुल उपलब्‍ध बिजली लगभग १२० मेगावाट हैं और व्‍यस्‍त समय में ४२ मेगावाट बिजली की कमी पड़ जाती है,इस प्रकार कुल उपलब्‍ध बिजली लगभग १२० मेगावाट है और व्‍यस्‍त समय में ४२ मेगावाट बिजली की कमी पड़ जाती है
Identify any grammatical issues in the sentence and fix them:,इस प्रकार कुल उपलब्‍ध बिजली लगभग १२० मेगावाट है और व्‍यस्‍त समय में ४२ मेगावाट बिजली की कमी पड़ जाती हैं,इस प्रकार कुल उपलब्‍ध बिजली लगभग १२० मेगावाट है और व्‍यस्‍त समय में ४२ मेगावाट बिजली की कमी पड़ जाती है
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,केले के पौधे मुसा के परिवार के है,केले के पौधे मुसा के परिवार के हैं
हिंदी वाक्य में मौजूद गलती को ठीक करें।,यह राज्य कीस्टोन राज्य के नाम से भी मशहूर हैं,यह राज्य कीस्टोन राज्य के नाम से भी मशहूर है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,ये धार्मिक प्रणाली कभी चीनी साम्राज्य का राजधर्म हुए करती थी,ये धार्मिक प्रणाली कभी चीनी साम्राज्य का राजधर्म हुआ करती थी
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,ये धार्मिक प्रणाली कभी चीनी साम्राज्य का राजधर्म हुआ करती था,ये धार्मिक प्रणाली कभी चीनी साम्राज्य का राजधर्म हुआ करती थी
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,नील कमल विशेषकर कश्मीर के उत्तर और कहीं कहीं चीन में होता हैं,नील कमल विशेषकर कश्मीर के उत्तर और कहीं कहीं चीन में होता है
Diye gaye sentence mein grammar ki galti ko theek karo:,मेडेरो और ओस्टेंडॉर्फ को इसका उम्मीद थी,मेडेरो और ओस्टेंडॉर्फ को इसकी उम्मीद थी
Hindi sentence ke errors ko identify karke correct karo:,मेडेरो और ओस्टेंडॉर्फ को इसकी उम्मीद थे,मेडेरो और ओस्टेंडॉर्फ को इसकी उम्मीद थी
Grammar mistake ko correct karo jo sentence mein hai:,"शासक कुछ लोगों को उपहार दे रहे है , नृत्यांगना नृत्य कर रही हैं और इस सबके मध्य रंग का एक कुंड रखा हुआ है","शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही हैं और इस सबके मध्य रंग का एक कुंड रखा हुआ है"
Hindi sentence ka grammar sahi karo:,"शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही है और इस सबके मध्य रंग का एक कुंड रखा हुआ है","शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही हैं और इस सबके मध्य रंग का एक कुंड रखा हुआ है"
"Jo bhi error hai Hindi sentence mein, usse fix karo:","शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही हैं और इस सबकी मध्य रंग का एक कुंड रखा हुआ है","शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही हैं और इस सबके मध्य रंग का एक कुंड रखा हुआ है"
Identify and correct the mistake in the provided Hindi sentence:,"शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही हैं और इस सबके मध्य रंग का एक कुंड रखा हुए है","शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही हैं और इस सबके मध्य रंग का एक कुंड रखा हुआ है"
Fix the grammar error in the given Hindi sentence:,"शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही हैं और इस सबके मध्य रंग का एक कुंड रखा हुआ हैं","शासक कुछ लोगों को उपहार दे रहे हैं , नृत्यांगना नृत्य कर रही हैं और इस सबके मध्य रंग का एक कुंड रखा हुआ है"
Make corrections to the grammar of the following Hindi sentence:,"लंबाई , चौड़ाई जितनी ही अधिक हों उतना ही अच्छी होगा","लंबाई , चौड़ाई जितनी ही अधिक हों उतना ही अच्छा होगा"
Correct the given sentence:,श्री पॉल वुल्फोवित्ज़ ने सुरक्षा संबंधी मामलों पर काफी कुछ लिखा भी हैं,श्री पॉल वुल्फोवित्ज़ ने सुरक्षा संबंधी मामलों पर काफी कुछ लिखा भी है
Identify any grammatical issues in the sentence and fix them:,"इस कारण से इस नगर का प्राचीन नाम कपिस्थल पड़ा , जो कालांतर में कैथल हो गे","इस कारण से इस नगर का प्राचीन नाम कपिस्थल पड़ा , जो कालांतर में कैथल हो गया"
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,इस अवसर पर अनेक मिठाइयाँ बनाई जाती है जिनमें गुझियों का स्थान अत्यंत महत्त्वपूर्ण है,इस अवसर पर अनेक मिठाइयाँ बनाई जाती हैं जिनमें गुझियों का स्थान अत्यंत महत्त्वपूर्ण है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,इस अवसर पर अनेक मिठाइयाँ बनाई जाती हैं जिनमें गुझियों का स्थान अत्यंत महत्त्वपूर्ण हैं,इस अवसर पर अनेक मिठाइयाँ बनाई जाती हैं जिनमें गुझियों का स्थान अत्यंत महत्त्वपूर्ण है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,इसकी बाद बदला लेने थेओडन और अन्य लोग एक सेना लेकर ऑर्थैंक जाते हैं,इसके बाद बदला लेने थेओडन और अन्य लोग एक सेना लेकर ऑर्थैंक जाते हैं
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,इसके बाद बदला लेने थेओडन और अन्य लोग एक सेना लेकर ऑर्थैंक जाते है,इसके बाद बदला लेने थेओडन और अन्य लोग एक सेना लेकर ऑर्थैंक जाते हैं
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,"इसलिए कविता को भाषा में अनेक प्रोवेंसाली शब्द प्रयुक्त हुई , किंतु बोलचाल की भाषा में अपेक्षाकृत कम प्रोवेंसाली शब्द मिलते हैं","इसलिए कविता को भाषा में अनेक प्रोवेंसाली शब्द प्रयुक्त हुए , किंतु बोलचाल की भाषा में अपेक्षाकृत कम प्रोवेंसाली शब्द मिलते हैं"
Diye gaye sentence mein grammar ki galti ko theek karo:,"इसलिए कविता को भाषा में अनेक प्रोवेंसाली शब्द प्रयुक्त हुए , किंतु बोलचाल की भाषा में अपेक्षाकृत कम प्रोवेंसाली शब्द मिलते है","इसलिए कविता को भाषा में अनेक प्रोवेंसाली शब्द प्रयुक्त हुए , किंतु बोलचाल की भाषा में अपेक्षाकृत कम प्रोवेंसाली शब्द मिलते हैं"
Hindi sentence ke errors ko identify karke correct karo:,"गोरा शब्द यहां के स्थानीय भाषा गोडा गाड्ना से आया हैं , जिसका अर्थ है किसी जगह को सदा के लिए अपना लेना","गोरा शब्द यहां के स्थानीय भाषा गोडा गाड्ना से आया है , जिसका अर्थ है किसी जगह को सदा के लिए अपना लेना"
Grammar mistake ko correct karo jo sentence mein hai:,"गोरा शब्द यहां के स्थानीय भाषा गोडा गाड्ना से आया है , जिसकी अर्थ है किसी जगह को सदा के लिए अपना लेना","गोरा शब्द यहां के स्थानीय भाषा गोडा गाड्ना से आया है , जिसका अर्थ है किसी जगह को सदा के लिए अपना लेना"
Hindi sentence ka grammar sahi karo:,"गोरा शब्द यहां के स्थानीय भाषा गोडा गाड्ना से आया है , जिसका अर्थ हैं किसी जगह को सदा के लिए अपना लेना","गोरा शब्द यहां के स्थानीय भाषा गोडा गाड्ना से आया है , जिसका अर्थ है किसी जगह को सदा के लिए अपना लेना"
"Jo bhi error hai Hindi sentence mein, usse fix karo:","गोरा शब्द यहां के स्थानीय भाषा गोडा गाड्ना से आया है , जिसका अर्थ है किसी जगह को सदा के लिए अपनी लेना","गोरा शब्द यहां के स्थानीय भाषा गोडा गाड्ना से आया है , जिसका अर्थ है किसी जगह को सदा के लिए अपना लेना"
Identify and correct the mistake in the provided Hindi sentence:,ऐसे महाकाल शिव की आराधना का महापर्व हैं शिवरात्रि,ऐसे महाकाल शिव की आराधना का महापर्व है शिवरात्रि
Fix the grammar error in the given Hindi sentence:,"जापानी में सु डोकु का अर्थ होता हैं "" अकेला अंक ""","जापानी में सु डोकु का अर्थ होता है "" अकेला अंक """
Make corrections to the grammar of the following Hindi sentence:,इसका सामान्य रूप से मान्य आठ प्रजातियाँ होती हैं,इसकी सामान्य रूप से मान्य आठ प्रजातियाँ होती हैं
Correct the given sentence:,इसकी सामान्य रूप से मान्य आठ प्रजातियाँ होती है,इसकी सामान्य रूप से मान्य आठ प्रजातियाँ होती हैं
Identify any grammatical issues in the sentence and fix them:,"जन्माष्टमी मणिपुर में उपवास , सतर्कता , शास्त्रों के पाठ और कृष्ण प्रार्थना के साथ मनाया जाने वाला एक प्रमुख त्योहार हैं","जन्माष्टमी मणिपुर में उपवास , सतर्कता , शास्त्रों के पाठ और कृष्ण प्रार्थना के साथ मनाया जाने वाला एक प्रमुख त्योहार है"
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,छालातेनानगो प्रदेश अल साल्वाडोर का एक प्रदेश हैं जिसकी राजधानी छालातेनानगो है,छालातेनानगो प्रदेश अल साल्वाडोर का एक प्रदेश है जिसकी राजधानी छालातेनानगो है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,छालातेनानगो प्रदेश अल साल्वाडोर का एक प्रदेश है जिसका राजधानी छालातेनानगो है,छालातेनानगो प्रदेश अल साल्वाडोर का एक प्रदेश है जिसकी राजधानी छालातेनानगो है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,छालातेनानगो प्रदेश अल साल्वाडोर का एक प्रदेश है जिसकी राजधानी छालातेनानगो हैं,छालातेनानगो प्रदेश अल साल्वाडोर का एक प्रदेश है जिसकी राजधानी छालातेनानगो है
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,"एक स्वतंत्र केंद्रीय बैंक के रूप में , ईसीबी के पास मौद्रिक नीति निर्धारित करने का एकमात्र अधिकार हैं","एक स्वतंत्र केंद्रीय बैंक के रूप में , ईसीबी के पास मौद्रिक नीति निर्धारित करने का एकमात्र अधिकार है"
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,"इसकी तहत प्रधानमंत्री सरकार का मुखिया , और राष्ट्रपति राष्ट्र का मुखिया होता है","इसके तहत प्रधानमंत्री सरकार का मुखिया , और राष्ट्रपति राष्ट्र का मुखिया होता है"
Diye gaye sentence mein grammar ki galti ko theek karo:,"इसके तहत प्रधानमंत्री सरकार का मुखिया , और राष्ट्रपति राष्ट्र का मुखिया होता हैं","इसके तहत प्रधानमंत्री सरकार का मुखिया , और राष्ट्रपति राष्ट्र का मुखिया होता है"
Hindi sentence ke errors ko identify karke correct karo:,पुत्री इवा का जन्म 20 जुलाई 1913 को स्विट्ज़रलैंड में हुई,पुत्री इवा का जन्म 20 जुलाई 1913 को स्विट्ज़रलैंड में हुआ
Grammar mistake ko correct karo jo sentence mein hai:,राम झूला पार करते ही गीता भवन हैं जिसे विकतमसंवत 2007 में श्री जयदयाल गोयन्दकाजी के द्वारा बनवाया गया था,राम झूला पार करते ही गीता भवन है जिसे विकतमसंवत 2007 में श्री जयदयाल गोयन्दकाजी के द्वारा बनवाया गया था
Hindi sentence ka grammar sahi karo:,राम झूला पार करते ही गीता भवन है जिसे विकतमसंवत 2007 में श्री जयदयाल गोयन्दकाजी के द्वारा बनवाया गा था,राम झूला पार करते ही गीता भवन है जिसे विकतमसंवत 2007 में श्री जयदयाल गोयन्दकाजी के द्वारा बनवाया गया था
"Jo bhi error hai Hindi sentence mein, usse fix karo:",राम झूला पार करते ही गीता भवन है जिसे विकतमसंवत 2007 में श्री जयदयाल गोयन्दकाजी के द्वारा बनवाया गया थी,राम झूला पार करते ही गीता भवन है जिसे विकतमसंवत 2007 में श्री जयदयाल गोयन्दकाजी के द्वारा बनवाया गया था
Identify and correct the mistake in the provided Hindi sentence:,भारत सरकार और राज्य सरकारों ने भारत में आईटी उद्योग के विकास को बढ़ावा देने के लिए कई महत्वपूर्ण कदम उठाए है,भारत सरकार और राज्य सरकारों ने भारत में आईटी उद्योग के विकास को बढ़ावा देने के लिए कई महत्वपूर्ण कदम उठाए हैं
Fix the grammar error in the given Hindi sentence:,अधिकतर ये चटनी के संग परोसे जाते है,अधिकतर ये चटनी के संग परोसे जाते हैं
Make corrections to the grammar of the following Hindi sentence:,"ने कहा कि यह अनुपालन में थी और "" ये जुर्माना पिछले मुद्दों के बारे में है जिन्हें हल किया गया है ""","ने कहा कि यह अनुपालन में था और "" ये जुर्माना पिछले मुद्दों के बारे में है जिन्हें हल किया गया है """
Correct the given sentence:,"ने कहा कि यह अनुपालन में था और "" ये जुर्माना पिछले मुद्दों के बारे में हैं जिन्हें हल किया गया है ""","ने कहा कि यह अनुपालन में था और "" ये जुर्माना पिछले मुद्दों के बारे में है जिन्हें हल किया गया है """
Identify any grammatical issues in the sentence and fix them:,"ने कहा कि यह अनुपालन में था और "" ये जुर्माना पिछले मुद्दों के बारे में है जिन्हें हल किया गी है ""","ने कहा कि यह अनुपालन में था और "" ये जुर्माना पिछले मुद्दों के बारे में है जिन्हें हल किया गया है """
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,"ने कहा कि यह अनुपालन में था और "" ये जुर्माना पिछले मुद्दों के बारे में है जिन्हें हल किया गया हैं ""","ने कहा कि यह अनुपालन में था और "" ये जुर्माना पिछले मुद्दों के बारे में है जिन्हें हल किया गया है """
हिंदी वाक्य में मौजूद गलती को ठीक करें।,इस तरह के व्यापार के लिये शेयर ब्रोकेर कमीशन लेता हैं,इस तरह के व्यापार के लिये शेयर ब्रोकेर कमीशन लेता है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,वर्ष 2007 उनके जन्म शताब्दी के रूप में मनाया गया,वर्ष 2007 उनका जन्म शताब्दी के रूप में मनाया गया
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,वर्ष 2007 उनका जन्म शताब्दी के रूप में मनाया गा,वर्ष 2007 उनका जन्म शताब्दी के रूप में मनाया गया
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,"तटीय तथा अन्य निचले मैदानों में जैतून , नारंगी , नीबू आदि फलों के उद्यान लगे हुईं हैं","तटीय तथा अन्य निचले मैदानों में जैतून , नारंगी , नीबू आदि फलों के उद्यान लगे हुए हैं"
Diye gaye sentence mein grammar ki galti ko theek karo:,"तटीय तथा अन्य निचले मैदानों में जैतून , नारंगी , नीबू आदि फलों के उद्यान लगे हुए है","तटीय तथा अन्य निचले मैदानों में जैतून , नारंगी , नीबू आदि फलों के उद्यान लगे हुए हैं"
Hindi sentence ke errors ko identify karke correct karo:,"बहुसंख्यक मुस्लिम शिया है , हालांकि बहरीन के मुस्लिमों में शिया और सुन्नी के अनुपात के लिए कोई आधिकारिक आंकड़े नहीं हैं","बहुसंख्यक मुस्लिम शिया हैं , हालांकि बहरीन के मुस्लिमों में शिया और सुन्नी के अनुपात के लिए कोई आधिकारिक आंकड़े नहीं हैं"
Grammar mistake ko correct karo jo sentence mein hai:,"बहुसंख्यक मुस्लिम शिया हैं , हालांकि बहरीन के मुस्लिमों में शिया और सुन्नी के अनुपात के लिए कोई आधिकारिक आंकड़े नहीं है","बहुसंख्यक मुस्लिम शिया हैं , हालांकि बहरीन के मुस्लिमों में शिया और सुन्नी के अनुपात के लिए कोई आधिकारिक आंकड़े नहीं हैं"
Hindi sentence ka grammar sahi karo:,"मिथिला की राजकुमारी होने के कारण यें "" मैथिली "" नाम से भी प्रसिद्ध हैं","मिथिला की राजकुमारी होने के कारण यें "" मैथिली "" नाम से भी प्रसिद्ध है"
"Jo bhi error hai Hindi sentence mein, usse fix karo:","जिसे रामद्वारा के नाम से जानते हैं , मुख्य मंदिर रामद्वारा के नाम से जाना जाता हैं","जिसे रामद्वारा के नाम से जानते है , मुख्य मंदिर रामद्वारा के नाम से जाना जाता हैं"
Identify and correct the mistake in the provided Hindi sentence:,"जिसे रामद्वारा के नाम से जानते है , मुख्य मंदिर रामद्वारा के नाम से जाना जाता है","जिसे रामद्वारा के नाम से जानते है , मुख्य मंदिर रामद्वारा के नाम से जाना जाता हैं"
Fix the grammar error in the given Hindi sentence:,यह ४२वें राज्य के रूप में १८८९ में संघ में भर्ती कराया गी था,यह ४२वें राज्य के रूप में १८८९ में संघ में भर्ती कराया गया था
Make corrections to the grammar of the following Hindi sentence:,यह ४२वें राज्य के रूप में १८८९ में संघ में भर्ती कराया गया थीं,यह ४२वें राज्य के रूप में १८८९ में संघ में भर्ती कराया गया था
Correct the given sentence:,भारतीय फिजियों की जनसंख्या मे तेजी से वृद्धि हुईं है,भारतीय फिजियों की जनसंख्या मे तेजी से वृद्धि हुई है
Identify any grammatical issues in the sentence and fix them:,भारतीय फिजियों की जनसंख्या मे तेजी से वृद्धि हुई हैं,भारतीय फिजियों की जनसंख्या मे तेजी से वृद्धि हुई है
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,वर्ष 2011 से भागलपुर में इंदिरा गाँधी राष्ट्रीय मुक्त विश्वविद्यालय का क्षेत्रीय केन्द्र भी खुल गीं है,वर्ष 2011 से भागलपुर में इंदिरा गाँधी राष्ट्रीय मुक्त विश्वविद्यालय का क्षेत्रीय केन्द्र भी खुल गया है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,वर्ष 2011 से भागलपुर में इंदिरा गाँधी राष्ट्रीय मुक्त विश्वविद्यालय का क्षेत्रीय केन्द्र भी खुल गया हैं,वर्ष 2011 से भागलपुर में इंदिरा गाँधी राष्ट्रीय मुक्त विश्वविद्यालय का क्षेत्रीय केन्द्र भी खुल गया है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,"केवल 1 4 करोड़ की आबादी के साथ , एस्टोनिया यूरोपीय संघ का सबसे कम की आबादी वाला सदस्य हैं","केवल 1 4 करोड़ की आबादी के साथ , एस्टोनिया यूरोपीय संघ का सबसे कम की आबादी वाला सदस्य है"
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,यहां से बस या टैक्सी के द्वारा चंबा पहुंचा जा सकता हैं,यहां से बस या टैक्सी के द्वारा चंबा पहुंचा जा सकता है
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,वह इतिहास के सबसे महान विजेताओं में से एक थीं,वह इतिहास के सबसे महान विजेताओं में से एक था
Diye gaye sentence mein grammar ki galti ko theek karo:,पीडीए में लिखने के लिए एक विशेष पेन्सिल का इस्तेमाल होता हैं,पीडीए में लिखने के लिए एक विशेष पेन्सिल का इस्तेमाल होता है
Hindi sentence ke errors ko identify karke correct karo:,"बाएं हाथ के गांगुली एक शानदार एक दिवसीय अंतरराष्ट्रीय बल्लेबाज रहे हैं , जिन्होंने ३११ मैचों में ११ , ३६३ रन बनाये है","बाएं हाथ के गांगुली एक शानदार एक दिवसीय अंतरराष्ट्रीय बल्लेबाज रहे है , जिन्होंने ३११ मैचों में ११ , ३६३ रन बनाये है"
Grammar mistake ko correct karo jo sentence mein hai:,"बाएं हाथ के गांगुली एक शानदार एक दिवसीय अंतरराष्ट्रीय बल्लेबाज रहे है , जिन्होंने ३११ मैचों में ११ , ३६३ रन बनाये हैं","बाएं हाथ के गांगुली एक शानदार एक दिवसीय अंतरराष्ट्रीय बल्लेबाज रहे है , जिन्होंने ३११ मैचों में ११ , ३६३ रन बनाये है"
Hindi sentence ka grammar sahi karo:,अपनी योग्य और अनुभवी पिता के निर्देशन में आपने भारतीय उद्योग और व्यापार का व्यापक अनुभव प्राप्त किया,अपने योग्य और अनुभवी पिता के निर्देशन में आपने भारतीय उद्योग और व्यापार का व्यापक अनुभव प्राप्त किया
"Jo bhi error hai Hindi sentence mein, usse fix karo:","प्रदर्शनकारियों को आगे बढ़ने से रोकने के लिए तैनात सुरक्षाकर्मियों के पैर छूकर कारसेवक आगे बढ़े , जिनमें महिलाएं और बुजुर्ग भी शामिल थीं","प्रदर्शनकारियों को आगे बढ़ने से रोकने के लिए तैनात सुरक्षाकर्मियों के पैर छूकर कारसेवक आगे बढ़े , जिनमें महिलाएं और बुजुर्ग भी शामिल थे"
